Station,date,dsp_toxins
ETJ1,2021-01-06,36.0
ETJ1,2021-01-13,36.0
ETJ1,2021-01-20,36.0
ETJ1,2021-01-26,36.0
ETJ1,2021-02-03,36.0
ETJ1,2021-02-10,36.0
ETJ1,2021-02-17,36.0
ETJ1,2021-02-24,36.0
ETJ1,2021-03-02,36.0
ETJ1,2021-03-11,56.71911126005949
ETJ1,2021-03-17,58.653569615092245
ETJ1,2021-03-22,36.0
ETJ1,2021-03-29,36.0
ETJ1,2021-04-05,36.0
ETJ1,2021-04-15,36.0
ETJ1,2021-04-20,36.0
ETJ1,2021-04-26,36.0
ETJ1,2021-05-05,36.0
ETJ1,2021-05-13,36.0
ETJ1,2021-05-19,36.0
ETJ1,2021-05-25,36.0
ETJ1,2021-05-31,66.0
ETJ1,2021-06-08,87.52980975608715
ETJ1,2021-06-30,36.0
ETJ1,2021-07-07,36.0
ETJ1,2021-07-13,36.0
ETJ1,2021-07-22,36.0
ETJ1,2021-07-28,211.4886198860223
ETJ1,2021-08-02,101.34829324717948
ETJ1,2021-08-11,92.77205467751699
ETJ1,2021-08-16,25.05
ETJ1,2021-08-23,36.0
ETJ1,2021-08-30,60.82332578523751
ETJ1,2021-09-07,151.16078388510965
ETJ1,2021-09-14,88.83722114722188
ETJ1,2021-09-20,55.25255896323838
ETJ1,2021-09-28,69.46095972816514
ETJ1,2021-10-06,36.0
ETJ1,2021-10-12,36.0
ETJ1,2021-10-19,36.0
ETJ1,2021-10-27,36.0
ETJ1,2021-11-03,36.0
ETJ1,2021-11-11,36.0
ETJ1,2021-11-19,36.0
ETJ1,2021-11-23,36.0
ETJ1,2021-11-29,36.0
ETJ1,2021-12-07,36.0
ETJ1,2021-12-14,36.0
ETJ1,2021-12-21,36.0
ETJ1,2021-12-27,36.0
ETJ1,2022-01-04,36.0
ETJ1,2022-01-10,36.0
ETJ1,2022-01-18,36.0
ETJ1,2022-01-24,36.0
ETJ1,2022-02-01,36.0
ETJ1,2022-02-07,36.0
ETJ1,2022-02-16,36.0
ETJ1,2022-02-24,36.0
ETJ1,2022-02-28,36.0
ETJ1,2022-03-09,36.0
ETJ1,2022-03-16,36.0
ETJ1,2022-03-22,36.0
ETJ1,2022-03-30,36.0
ETJ1,2022-04-06,36.0
ETJ1,2022-04-11,36.0
ETJ1,2022-04-19,36.0
ETJ1,2022-04-27,36.0
ETJ1,2022-05-03,36.0
ETJ1,2022-05-10,36.0
ETJ1,2022-05-25,256.0
ETJ1,2022-06-01,151.52036156672438
ETJ1,2022-06-06,82.86168949605812
ETJ1,2022-06-14,94.39419596185891
ETJ1,2022-06-22,345.3350810162699
ETJ1,2022-06-29,316.7746528491691
ETJ1,2022-07-04,189.97647294095498
ETJ1,2022-07-11,255.12960068847934
ETJ1,2022-07-18,557.7607109948788
ETJ1,2022-07-27,550.0
ETJ1,2022-08-01,419.43139569129403
ETJ1,2022-08-10,347.603114282099
ETJ1,2022-08-16,422.2608769651964
ETJ1,2022-08-25,317.5749054139544
ETJ1,2022-08-29,211.7675883579689
ETJ1,2022-09-05,244.18671953650772
ETJ1,2022-09-14,36.0
ETJ1,2022-09-21,83.21244482722798
ETJ1,2022-09-29,46.45545996270502
ETJ1,2022-10-03,63.88222735795336
ETJ1,2022-11-02,20.781631499755424
ETJ1,2022-11-09,36.0
ETJ1,2022-11-16,31.026778231154697
ETJ1,2022-11-23,36.0
ETJ1,2022-11-28,36.0
ETJ1,2022-12-05,36.0
ETJ1,2022-12-14,36.0
ETJ1,2022-12-22,36.0
ETJ1,2022-12-28,36.0
ETJ1,2023-01-02,36.0
ETJ1,2023-01-11,36.0
ETJ1,2023-01-17,36.0
ETJ1,2023-01-23,36.0
ETJ1,2023-01-31,36.0
ETJ1,2023-02-06,36.0
ETJ1,2023-02-14,36.0
ETJ1,2023-02-24,36.0
ETJ1,2023-03-01,36.0
ETJ1,2023-03-06,36.0
ETJ1,2023-03-13,36.0
ETJ1,2023-03-20,36.0
ETJ1,2023-03-28,36.0
ETJ1,2023-04-03,36.0
ETJ1,2023-04-10,36.0
ETJ1,2023-04-19,36.0
ETJ1,2023-04-24,36.0
ETJ1,2023-05-03,36.0
ETJ1,2023-05-09,64.9607599175449
ETJ1,2023-05-15,36.0
ETJ1,2023-05-22,36.0
ETJ1,2023-05-29,36.0
ETJ1,2023-06-05,36.0
ETJ1,2023-06-12,61.2444809607712
ETJ1,2023-06-19,36.0
ETJ1,2023-06-29,36.0
ETJ1,2023-07-03,36.0
ETJ1,2023-07-12,36.0
ETJ1,2023-07-17,36.0
ETJ1,2023-07-24,36.0
ETJ1,2023-07-31,36.0
ETJ1,2023-08-08,36.0
ETJ1,2023-08-17,36.0
ETJ1,2023-08-23,36.0
ETJ1,2023-08-30,36.0
ETJ1,2023-09-06,36.0
ETJ1,2023-09-11,36.0
ETJ1,2023-09-20,36.0
ETJ1,2023-09-27,58.3506400621669
ETJ1,2023-10-04,122.95245527829286
ETJ1,2023-10-18,36.0
ETJ1,2023-10-30,36.0
ETJ1,2023-11-08,36.0
ETJ1,2023-11-13,36.0
ETJ1,2023-11-21,36.0
ETJ1,2023-11-30,36.0
ETJ1,2023-12-04,36.0
ETJ1,2023-12-11,36.0
ETJ1,2023-12-19,36.0
ETJ1,2024-01-03,36
ETJ1,2024-01-23,36
ETJ1,2024-02-05,36
ETJ1,2024-02-12,36
ETJ1,2024-02-19,36
ETJ1,2024-02-28,36
ETJ1,2024-03-13,36
ETJ1,2024-03-20,36
ETJ1,2024-03-25,36
ETJ1,2024-04-01,36
ETJ1,2024-04-08,36
ETJ1,2024-04-16,36
ETJ1,2024-04-16,36
ETJ1,2024-04-29,36
ETJ1,2024-05-06,36
ETJ1,2024-05-13,36
ETJ1,2024-05-20,36
ETJ1,2024-05-27,36
ETJ1,2024-06-03,36
ETJ1,2024-06-11,36
ETJ1,2024-06-17,36
ETJ1,2024-06-24,36
ETJ1,2024-07-03,36
ETJ1,2024-07-10,36
ETJ1,2024-07-16,36
ETJ1,2024-07-22,146.654148799505
ETJ1,2024-07-30,197.051471446735
ETJ1,2024-08-08,179.110097881983
ETJ1,2024-08-12,134.402748525937
ETJ1,2024-08-20,126.599966424038
ETJ1,2024-08-26,60.0945246908815
ETJ1,2024-09-05,76.2868309333378
ETJ1,2024-09-11,102.30037044431
ETJ1,2024-09-16,60.2541376237726
ETJ1,2024-09-25,62.6288288251999
ETJ1,2024-09-30,54.3099710758633
ETJ1,2024-10-10,76.7521899899729
ETJ1,2024-10-16,73.0640809085925
ETJ1,2024-10-21,55.4150872792342
ETJ1,2024-10-28,61.5909674174537
ETJ1,2024-11-04,36
ETJ1,2024-11-12,36
ETJ1,2024-11-20,36
ETJ1,2024-11-25,36
ETJ1,2024-12-05,36
ETJ1,2024-12-10,36
ETJ1,2024-12-16,36
ETJ1,2025-01-06,36.0
ETJ1,2025-01-13,36.0
ETJ1,2025-01-22,36.0
ETJ1,2025-01-29,36.0
ETJ1,2025-02-05,36.0
ETJ1,2025-02-11,36.0
ETJ1,2025-02-19,36.0
ETJ1,2025-02-25,36.0
ETJ1,2025-03-03,36.0
ETJ1,2025-03-13,36.0
ETJ1,2025-03-17,36.0
ETJ1,2025-03-27,36.0
ETJ1,2025-04-03,36.0
ETJ1,2025-04-09,36.0
ETJ1,2025-04-14,36.0
ETJ1,2025-04-22,36.0
ETJ1,2025-04-28,36.0
ETJ1,2025-05-07,36.0
ETJ1,2025-05-14,36.0
ETJ1,2025-05-19,36.0
ETJ1,2025-05-27,51.3319520352977
ETJ1,2025-06-03,105.920389422785
ETJ1,2025-06-12,130.889977083528
ETJ1,2025-06-18,453.230323707609
ETJ1,2025-06-25,189.273655028635
ETJ1,2025-07-01,124.352210614662
ETJ1,2025-07-07,142.58801448412
ETJ1,2025-07-17,79.572292062485
ETJ1,2025-07-24,77.053186311094
ETJ1,2025-07-28,59.2634221646821
ETJ1,2025-08-07,36.0
ETJ1,2025-08-13,36.0
ETJ1,2025-08-21,82.4966465163952
ETJ1,2025-08-25,67.8468021994068
ETJ1,2025-09-01,55.7859722934161
ETJ1,2025-09-10,36.0
ETJ1,2025-09-15,36.0
ETJ1,2025-09-25,36.0
ETJ1,2025-10-01,36.0
ETJ1,2025-10-08,36.0
ETJ1,2025-10-13,36.0
ETJ1,2025-10-20,36.0
ETJ1,2025-10-28,82.42353003458163
ETJ1,2025-11-04,86.33728816457736
ETJ1,2025-11-10,76.4774185019765
FAR1,2021-01-13,36.0
FAR1,2021-01-27,36.0
FAR1,2021-02-02,36.0
FAR1,2021-02-18,36.0
FAR1,2021-03-01,36.0
FAR1,2021-03-10,36.0
FAR1,2021-03-15,36.0
FAR1,2021-03-29,36.0
FAR1,2021-04-07,36.0
FAR1,2021-04-12,36.0
FAR1,2021-04-20,36.0
FAR1,2021-05-05,36.0
FAR1,2021-05-18,36.0
FAR1,2021-06-08,36.0
FAR1,2021-06-23,91.0
FAR1,2021-07-01,36.0
FAR1,2021-07-13,76.0
FAR1,2021-07-21,36.0
FAR1,2021-07-26,36.0
FAR1,2021-08-03,36.0
FAR1,2021-08-10,36.0
FAR1,2021-08-17,36.0
FAR1,2021-08-25,36.0
FAR1,2021-08-30,36.0
FAR1,2021-09-08,36.0
FAR1,2021-09-14,36.0
FAR1,2021-09-27,36.0
FAR1,2021-10-13,36.0
FAR1,2021-10-20,36.0
FAR1,2021-10-25,36.0
FAR1,2021-11-02,36.0
FAR1,2021-11-08,36.0
FAR1,2021-11-17,36.0
FAR1,2021-11-23,36.0
FAR1,2021-12-09,36.0
FAR1,2021-12-21,36.0
FAR1,2022-01-18,36.0
FAR1,2022-01-25,36.0
FAR1,2022-02-01,36.0
FAR1,2022-02-09,36.0
FAR1,2022-02-16,36.0
FAR1,2022-02-23,36.0
FAR1,2022-03-31,36.0
FAR1,2022-04-12,36.0
FAR1,2022-04-20,36.0
FAR1,2022-05-03,36.0
FAR1,2022-05-12,36.0
FAR1,2022-06-01,104.0721924799985
FAR1,2022-06-15,124.93426646711612
FAR1,2022-06-28,36.0
FAR1,2022-07-26,36.0
FAR1,2022-08-02,36.0
FAR1,2022-08-09,36.0
FAR1,2022-08-18,36.0
FAR1,2022-09-15,36.0
FAR1,2022-12-14,36.0
FAR1,2022-12-21,36.0
FAR1,2022-12-27,36.0
FAR1,2023-01-04,36.0
FAR1,2023-01-11,36.0
FAR1,2023-02-08,67.0
FAR1,2023-03-01,36.0
FAR1,2023-04-10,110.142034806216
FAR1,2023-04-26,54.701943095667
FAR1,2023-05-03,36.0
FAR1,2023-05-10,36.0
FAR1,2023-05-18,36.0
FAR1,2023-05-23,36.0
FAR1,2023-05-31,36.0
FAR1,2023-06-06,36.0
FAR1,2023-09-27,55.3039423435314
L5b,2021-01-06,36.0
L5b,2021-01-13,36.0
L5b,2021-01-20,36.0
L5b,2021-01-26,36.0
L5b,2021-02-03,36.0
L5b,2021-02-10,36.0
L5b,2021-02-17,36.0
L5b,2021-02-24,65.2844118942345
L5b,2021-03-02,179.27679618241035
L5b,2021-03-11,126.11930891563401
L5b,2021-03-17,114.66385678918925
L5b,2021-03-22,36.0
L5b,2021-03-29,36.0
L5b,2021-04-05,36.0
L5b,2021-04-15,36.0
L5b,2021-04-20,56.55760301697063
L5b,2021-04-26,329.313726457355
L5b,2021-05-05,122.54514612619548
L5b,2021-05-13,36.0
L5b,2021-05-19,99.0628741777285
L5b,2021-05-25,93.93744017923152
L5b,2021-05-31,142.0
L5b,2021-06-08,95.64624667978282
L5b,2021-06-30,102.0
L5b,2021-07-02,253.3046040787298
L5b,2021-07-07,177.0
L5b,2021-07-13,361.42858801252316
L5b,2021-07-22,207.86578150812437
L5b,2021-07-28,348.1240730840009
L5b,2021-08-11,265.9059298196241
L5b,2021-08-16,211.91323753017957
L5b,2021-08-23,311.53422055955906
L5b,2021-08-30,203.0131216753561
L5b,2021-09-07,174.2040061235036
L5b,2021-09-14,198.44883477950273
L5b,2021-09-20,205.1948170778853
L5b,2021-09-28,214.22207993632603
L5b,2021-10-06,97.27728235498188
L5b,2021-10-12,70.42185800518013
L5b,2021-10-19,167.30194499685513
L5b,2021-10-27,104.29102168651113
L5b,2021-11-03,64.69447289953862
L5b,2021-11-11,63.26802961093612
L5b,2021-11-19,36.0
L5b,2021-11-23,36.0
L5b,2021-11-29,36.0
L5b,2021-12-07,36.0
L5b,2021-12-14,36.0
L5b,2021-12-21,36.0
L5b,2021-12-27,36.0
L5b,2022-01-04,68.0
L5b,2022-01-10,36.0
L5b,2022-01-18,36.0
L5b,2022-01-24,36.0
L5b,2022-02-01,36.0
L5b,2022-02-07,36.0
L5b,2022-02-16,36.0
L5b,2022-02-24,36.0
L5b,2022-02-28,36.0
L5b,2022-03-09,36.0
L5b,2022-03-16,36.0
L5b,2022-03-22,91.38193378239387
L5b,2022-03-30,36.0
L5b,2022-04-06,36.0
L5b,2022-04-11,36.0
L5b,2022-04-19,56.34250589768037
L5b,2022-04-27,88.08099815610638
L5b,2022-05-03,58.81291560780062
L5b,2022-05-10,392.51792057301003
L5b,2022-05-17,129.0
L5b,2022-05-25,352.0
L5b,2022-06-01,340.59362220557125
L5b,2022-06-06,231.81777360687624
L5b,2022-06-14,272.33217597653436
L5b,2022-06-22,220.94358792302165
L5b,2022-06-29,550.0
L5b,2022-07-04,550.0
L5b,2022-07-11,192.08938409194286
L5b,2022-07-18,259.71605952390723
L5b,2022-07-27,550.0
L5b,2022-08-01,550.0
L5b,2022-08-10,382.13125655855487
L5b,2022-08-16,564.2346958781327
L5b,2022-08-25,550.0
L5b,2022-08-29,550.0
L5b,2022-09-05,505.91883992397175
L5b,2022-09-14,285.0036810505039
L5b,2022-09-21,491.5461224332631
L5b,2022-09-29,309.23139133048
L5b,2022-10-03,379.3853864822456
L5b,2022-10-17,264.0
L5b,2022-11-02,123.15126769837627
L5b,2022-11-09,126.79295058390024
L5b,2022-11-16,132.954011735302
L5b,2022-11-23,29.984329800019346
L5b,2022-11-28,66.8219336272452
L5b,2022-12-05,52.00413232594237
L5b,2022-12-14,43.5515317189347
L5b,2022-12-22,36.0
L5b,2022-12-28,36.0
L5b,2023-01-02,36.0
L5b,2023-01-11,36.0
L5b,2023-01-17,36.0
L5b,2023-01-23,36.0
L5b,2023-01-31,36.0
L5b,2023-02-06,36.0
L5b,2023-02-14,36.0
L5b,2023-02-24,36.0
L5b,2023-03-01,36.0
L5b,2023-03-06,36.0
L5b,2023-03-13,36.0
L5b,2023-03-20,36.0
L5b,2023-03-28,36.0
L5b,2023-04-03,55.4905095710739
L5b,2023-04-10,123.178728652226
L5b,2023-04-19,117.206147577016
L5b,2023-04-24,67.7600370327144
L5b,2023-05-03,217.805603948387
L5b,2023-05-08,395.634932770959
L5b,2023-05-15,137.457828821904
L5b,2023-05-22,57.3304754632184
L5b,2023-05-29,108.372986850795
L5b,2023-06-05,389.506156108306
L5b,2023-06-12,207.067132005847
L5b,2023-06-19,146.231117391804
L5b,2023-06-29,73.6720489982873
L5b,2023-07-03,56.0
L5b,2023-07-04,59.0
L5b,2023-07-12,75.0
L5b,2023-07-17,254.296671001804
L5b,2023-07-24,253.129831174433
L5b,2023-07-31,147.959204982691
L5b,2023-08-08,110.984058872354
L5b,2023-08-17,245.508929233008
L5b,2023-08-23,246.380993268037
L5b,2023-08-30,182.39245559585
L5b,2023-09-11,63.0273870664616
L5b,2023-09-20,184.468831020905
L5b,2023-09-27,550.0
L5b,2023-10-04,550.0
L5b,2023-10-30,266.22923796889273
L5b,2023-11-08,165.42527065201656
L5b,2023-11-13,151.49244071324526
L5b,2023-11-21,36.0
L5b,2023-11-30,107.46209481509777
L5b,2023-12-04,96.07228727876705
L5b,2023-12-11,99.44766589256983
L5b,2023-12-19,36.0
L5b,2023-12-27,36.0
L5b,2024-01-03,67.6606510858476
L5b,2024-01-08,63.7888419143017
L5b,2024-01-18,67.7027823086936
L5b,2024-01-31,109.190037432254
L5b,2024-02-05,72.4820329528603
L5b,2024-02-12,69.1359133412248
L5b,2024-02-19,36
L5b,2024-02-28,36
L5b,2024-03-04,71.3319061161939
L5b,2024-03-13,36
L5b,2024-03-20,81.8801608416214
L5b,2024-03-25,36
L5b,2024-04-01,36
L5b,2024-04-08,36
L5b,2024-04-16,36
L5b,2024-04-22,36
L5b,2024-04-29,36
L5b,2024-05-06,36
L5b,2024-05-14,36
L5b,2024-05-20,57.7642774045849
L5b,2024-05-27,36
L5b,2024-06-03,50.5350083206054
L5b,2024-06-11,36
L5b,2024-06-17,36
L5b,2024-06-24,36
L5b,2024-07-03,80.8480084776964
L5b,2024-07-10,36
L5b,2024-07-16,141.76275
L5b,2024-07-22,421.569315610198
L5b,2024-07-30,661.289799914969
L5b,2024-08-08,355.21226497393
L5b,2024-08-12,325.734260725449
L5b,2024-08-20,550
L5b,2024-08-26,278.965985742829
L5b,2024-09-05,666.73558337691
L5b,2024-09-11,302.313206577395
L5b,2024-09-16,240.843641542184
L5b,2024-09-25,268.907584246879
L5b,2024-09-30,378.693044719431
L5b,2024-10-10,283.49498775677
L5b,2024-10-16,223.591055793934
L5b,2024-10-21,236.647654236263
L5b,2024-10-28,300.96103754955
L5b,2024-11-04,174.615094504652
L5b,2024-11-13,74.6012926016675
L5b,2024-11-20,36
L5b,2024-11-25,36
L5b,2024-12-05,36
L5b,2024-12-10,36
L5b,2024-12-16,36
L5b,2024-12-26,36
L5b,2025-01-02,36.0
L5b,2025-01-06,36.0
L5b,2025-01-13,36.0
L5b,2025-01-22,36.0
L5b,2025-01-29,36.0
L5b,2025-02-05,36.0
L5b,2025-02-11,36.0
L5b,2025-02-19,36.0
L5b,2025-02-25,60.6782533477399
L5b,2025-03-03,36.0
L5b,2025-03-13,36.0
L5b,2025-03-17,36.0
L5b,2025-03-27,36.0
L5b,2025-04-03,36.0
L5b,2025-04-09,36.0
L5b,2025-04-14,56.8655863479291
L5b,2025-04-22,36.0
L5b,2025-04-28,36.0
L5b,2025-05-07,36.0
L5b,2025-05-14,36.0
L5b,2025-05-19,36.0
L5b,2025-05-27,135.195706663851
L5b,2025-06-03,247.571644368675
L5b,2025-06-12,235.947804294019
L5b,2025-06-18,312.238543214064
L5b,2025-06-25,531.98146777198
L5b,2025-07-01,218.144207704579
L5b,2025-07-07,413.551272667081
L5b,2025-07-17,196.161538397061
L5b,2025-07-24,220.445849452867
L5b,2025-07-28,159.483091507812
L5b,2025-08-07,93.5217866797794
L5b,2025-08-13,344.408679350316
L5b,2025-08-21,309.218625396325
L5b,2025-08-25,348.446993370051
L5b,2025-09-01,220.663577124677
L5b,2025-09-10,93.2263245212427
L5b,2025-09-15,76.0
L5b,2025-09-25,64.5809043548214
L5b,2025-10-01,54.52706991597438
L5b,2025-10-08,36.0
L5b,2025-10-13,36.0
L5b,2025-10-20,187.3959280555336
L5b,2025-10-28,167.97399587027513
L5b,2025-11-04,179.933368139719
L5b,2025-11-10,289.0849661738075
L7c1,2021-01-04,36.0
L7c1,2021-01-11,36.0
L7c1,2021-01-17,36.0
L7c1,2021-01-26,36.0
L7c1,2021-02-01,36.0
L7c1,2021-02-08,36.0
L7c1,2021-02-14,36.0
L7c1,2021-02-23,36.0
L7c1,2021-02-28,36.0
L7c1,2021-03-09,119.34539339333787
L7c1,2021-03-15,36.0
L7c1,2021-03-22,36.0
L7c1,2021-04-06,56.382872770342246
L7c1,2021-04-12,36.0
L7c1,2021-04-20,36.0
L7c1,2021-04-26,75.86271032389563
L7c1,2021-05-03,36.0
L7c1,2021-05-10,36.0
L7c1,2021-05-17,36.0
L7c1,2021-05-31,36.0
L7c1,2021-06-07,36.0
L7c1,2021-06-14,104.88199732697107
L7c1,2021-06-21,158.25223161303566
L7c1,2021-06-28,83.0
L7c1,2021-07-05,72.0
