Station,date,dsp_toxins
POR2,2021-12-14,36.0
POR2,2021-12-28,36.0
POR2,2022-01-04,36.0
POR2,2022-01-18,36.0
POR2,2022-01-25,36.0
POR2,2022-02-01,36.0
POR2,2022-02-08,36.0
POR2,2022-02-15,36.0
POR2,2022-02-22,36.0
POR2,2022-03-08,36.0
POR2,2022-04-05,36.0
POR2,2022-04-12,36.0
POR2,2022-04-19,36.0
POR2,2022-04-26,82.490565631931
POR2,2022-05-03,36.0
POR2,2022-05-17,305.0
POR2,2022-05-31,336.8346436058513
POR2,2022-06-07,253.35862724160776
POR2,2022-06-14,84.02856403503087
POR2,2022-06-21,84.01922220509313
POR2,2022-06-28,59.58984210520426
POR2,2022-07-05,36.0
POR2,2022-07-12,36.0
POR2,2022-07-19,63.05255406547725
POR2,2022-07-26,36.0
POR2,2022-08-02,36.0
POR2,2022-08-02,36.0
POR2,2022-08-09,36.0
POR2,2022-08-16,36.0
POR2,2022-08-23,36.0
POR2,2022-09-20,57.89632430107062
POR2,2022-09-27,60.59976527270925
POR2,2022-10-11,88.0
POR2,2022-10-18,352.0
POR2,2022-11-02,254.5839718438499
POR2,2022-11-08,62.72765703392862
POR2,2022-11-22,36.0
POR2,2022-11-29,36.0
POR2,2022-12-06,36.0
POR2,2022-12-13,36.0
POR2,2022-12-27,36.0
POR2,2023-01-10,36.0
POR2,2023-01-17,36.0
POR2,2023-01-24,36.0
POR2,2023-02-07,36.0
POR2,2023-02-15,36.0
POR2,2023-02-20,36.0
POR2,2023-02-28,36.0
POR2,2023-03-07,36.0
POR2,2023-03-21,36.0
POR2,2023-04-11,93.9703907971389
POR2,2023-04-19,160.085375926685
POR2,2023-04-26,117.045784535437
POR2,2023-05-02,75.799938413199
POR2,2023-05-09,168.620838946538
POR2,2023-05-16,36.0
POR2,2023-05-23,58.3477951777174
POR2,2023-06-06,36.0
POR2,2023-06-13,157.853586057334
POR2,2023-06-20,36.0
POR2,2023-06-27,36.0
POR2,2023-07-04,36.0
POR2,2023-07-18,36.0
POR2,2023-08-01,36.0
POR2,2023-08-17,36.0
POR2,2023-08-22,36.0
POR2,2023-08-29,36.0
POR2,2023-09-12,36.0
POR2,2023-09-19,36.0
POR2,2023-10-03,36.0
POR2,2023-10-17,36.0
POR2,2023-10-24,36.0
POR2,2023-11-07,36.0
POR2,2023-11-14,36.0
POR2,2023-11-28,36.0
POR2,2023-12-12,36.0
POR2,2024-01-16,62.0874575936994
POR2,2024-01-30,64.0253072869914
POR2,2024-02-14,36
POR2,2024-02-20,67.2914361500542
POR2,2024-02-27,36
POR2,2024-03-05,36
POR2,2024-03-12,36
POR2,2024-04-02,36
POR2,2024-04-09,67.2323075937903
POR2,2024-04-30,117.437078501034
POR2,2024-05-07,36
POR2,2024-05-14,51.7762672273141
POR2,2024-05-21,62.6329897237394
POR2,2024-05-28,36
POR2,2024-06-04,36
POR2,2024-06-18,36
POR2,2024-07-02,36
POR2,2024-07-23,112.70562952244
POR2,2024-08-06,97.3982202549438
POR2,2024-08-13,151.138971653783
POR2,2024-08-20,76.6524123134673
POR2,2024-09-03,36
POR2,2024-09-17,64.2612627617907
POR2,2024-10-01,124.177553687399
POR2,2024-10-15,36
POR2,2024-11-05,53.0039179482587
POR2,2024-11-19,36
POR2,2024-11-26,36
POR2,2024-12-10,36
POR2,2024-12-30,36.0
POR2,2025-01-07,36.0
POR2,2025-01-14,36.0
POR2,2025-01-28,36.0
POR2,2025-02-04,36.0
POR2,2025-02-25,36.0
POR2,2025-03-18,36.0
POR2,2025-04-01,36.0
POR2,2025-04-22,36.0
POR2,2025-05-06,36.0
POR2,2025-06-12,92.0022820599665
POR2,2025-06-17,36.0
POR2,2025-07-22,36.0
POR2,2025-08-26,36.0
POR2,2025-09-16,36.0
POR2,2025-10-28,65.07966346433588
RIAV1,2021-01-13,54.275928740404574
RIAV1,2021-01-18,142.72027033815704
RIAV1,2021-01-27,57.1190796307863
RIAV1,2021-02-01,36.0
RIAV1,2021-02-08,36.0
RIAV1,2021-03-01,30.657885309334805
RIAV1,2021-03-08,155.58646980887136
RIAV1,2021-03-15,140.69463194911737
RIAV1,2021-03-23,34.61454846284641
RIAV1,2021-03-29,77.21018750298748
RIAV1,2021-04-05,124.03068613547936
RIAV1,2021-04-12,36.0
RIAV1,2021-04-20,25.39744341164655
RIAV1,2021-04-27,99.41328322889518
RIAV1,2021-05-04,198.04109370250904
RIAV1,2021-05-11,92.9
RIAV1,2021-05-18,339.8452601499488
RIAV1,2021-05-25,1163.0
RIAV1,2021-05-31,352.0
RIAV1,2021-06-07,352.0
RIAV1,2021-06-15,352.0
RIAV1,2021-06-29,352.0
RIAV1,2021-07-06,36.0
RIAV1,2021-07-13,538.95672061628
RIAV1,2021-07-19,608.0084543106736
RIAV1,2021-07-27,612.7383854602368
RIAV1,2021-08-02,550.0
RIAV1,2021-08-10,550.0
RIAV1,2021-08-18,550.0
RIAV1,2021-09-07,550.0
RIAV1,2021-09-13,550.0
RIAV1,2021-09-21,550.0
RIAV1,2021-09-28,550.0
RIAV1,2021-10-06,342.3596485157297
RIAV1,2021-10-12,485.76173649019063
RIAV1,2021-10-19,342.4687823872755
RIAV1,2021-10-26,389.0820677951285
RIAV1,2021-11-03,283.8283422836486
RIAV1,2021-11-10,336.07828664161633
RIAV1,2021-11-17,327.07198606614315
RIAV1,2021-11-24,209.349792137902
RIAV1,2021-11-29,287.64343353513317
RIAV1,2021-12-06,153.84394149280723
RIAV1,2021-12-21,122.47678425386769
RIAV1,2021-12-27,123.44012303575286
RIAV1,2022-01-05,79.60482629183092
RIAV1,2022-02-09,39.5314282459023
RIAV1,2022-02-16,36.0
RIAV1,2022-02-23,36.0
RIAV1,2022-02-28,36.0
RIAV1,2022-03-09,36.0
RIAV1,2022-03-16,73.8073071533335
RIAV1,2022-03-23,252.99525047467498
RIAV1,2022-03-30,233.76881746595325
RIAV1,2022-04-06,128.34151245416376
RIAV1,2022-04-11,71.67606785588987
RIAV1,2022-04-21,62.66238171452475
RIAV1,2022-04-27,75.26026368865325
RIAV1,2022-05-04,36.0
RIAV1,2022-05-09,36.0
RIAV1,2022-05-18,214.0
RIAV1,2022-05-25,323.0
RIAV1,2022-06-01,292.76656917921105
RIAV1,2022-06-07,262.53966541721786
RIAV1,2022-06-14,697.8260215156108
RIAV1,2022-06-20,550.0
RIAV1,2022-06-29,550.0
RIAV1,2022-08-10,550.0
RIAV1,2022-09-28,550.0
RIAV1,2022-11-09,118.42707837899371
RIAV1,2022-11-16,368.91368569190485
RIAV1,2022-11-23,73.04695941679043
RIAV1,2022-11-29,79.22824104602503
RIAV1,2022-12-06,76.29401464888808
RIAV1,2022-12-21,57.68216673732825
RIAV1,2023-01-04,41.9805795234232
RIAV1,2023-01-11,28.0966848696265
RIAV1,2023-01-17,49.1976557922032
RIAV1,2023-01-22,95.57834633637398
RIAV1,2023-01-25,36.7281648453034
RIAV1,2023-01-31,110.0
RIAV1,2023-02-08,116.0
RIAV1,2023-02-14,31.0687849910694
RIAV1,2023-02-22,36.0
RIAV1,2023-02-28,41.0465072201723
RIAV1,2023-03-07,36.0
RIAV1,2023-03-14,220.0
RIAV1,2023-03-21,239.605181770449
RIAV1,2023-03-29,214.373792650511
RIAV1,2023-04-03,177.636780324419
RIAV1,2023-04-12,109.485597024409
RIAV1,2023-04-19,68.3166674177272
RIAV1,2023-04-26,74.7978074883441
RIAV1,2023-05-03,84.2768684648029
RIAV1,2023-05-10,93.7006192495366
RIAV1,2023-05-17,80.9168218157114
RIAV1,2023-05-24,36.0
RIAV1,2023-05-31,65.3326468469926
RIAV1,2023-06-05,550.0
RIAV1,2023-06-13,321.226009023755
RIAV1,2023-06-21,191.055331140004
RIAV1,2023-06-27,153.015054242669
RIAV1,2023-07-05,139.0
RIAV1,2023-07-11,34.9736208646247
RIAV1,2023-08-09,550.0
RIAV1,2023-08-16,550.0
RIAV1,2023-08-22,550.0
RIAV1,2023-08-30,550.0
RIAV1,2023-09-04,550.0
RIAV1,2023-09-12,550.0
RIAV1,2023-09-20,829.208680678622
RIAV1,2023-09-26,1042.28466260162
RIAV1,2023-10-02,441.4242466206775
RIAV1,2023-10-11,212.17186156321384
RIAV1,2023-11-15,155.4766656789504
RIAV1,2023-11-28,117.78640424834396
RIAV1,2023-12-05,23.104081038946273
RIAV1,2023-12-13,36.34336136229735
RIAV1,2023-12-19,36.0
RIAV1,2023-12-27,122.0
RIAV1,2024-01-03,117.473449999186
RIAV1,2024-01-24,143.312062632706
RIAV1,2024-01-31,116.902433547054
RIAV1,2024-02-07,101.560304317263
RIAV1,2024-02-14,148.194288210859
RIAV1,2024-02-20,137.961220670395
RIAV1,2024-02-28,75.4264063885892
RIAV1,2024-03-05,114.513107806027
RIAV1,2024-03-13,67.0899029429086
RIAV1,2024-03-20,89.2408370885942
RIAV1,2024-03-25,75.7632640170379
RIAV1,2024-04-02,115.962460717186
RIAV1,2024-04-10,36
RIAV1,2024-04-17,36
RIAV1,2024-04-22,36
RIAV1,2024-04-29,36
RIAV1,2024-05-08,36
RIAV1,2024-05-14,226.957078667133
RIAV1,2024-05-20,215.897961241401
RIAV1,2024-05-22,106.348541996666
RIAV1,2024-05-27,82.313609366855
RIAV1,2024-06-05,36
RIAV1,2024-06-12,85.4280210325549
RIAV1,2024-06-19,55.2989424497266
RIAV1,2024-06-26,36
RIAV1,2024-07-02,124.98008757693
RIAV1,2024-07-09,550
RIAV1,2024-07-24,550
RIAV1,2024-07-30,550
RIAV1,2024-08-07,550
RIAV1,2024-08-12,550
RIAV1,2024-08-19,550
RIAV1,2024-09-03,550
RIAV1,2024-09-09,597.077995019872
RIAV1,2024-09-16,532.176291704782
RIAV1,2024-09-23,550
RIAV1,2024-10-02,720.832543705596
RIAV1,2024-10-07,547.729358622364
RIAV1,2024-10-15,485.85300011295
RIAV1,2024-10-23,412.804149127339
RIAV1,2024-10-29,399.894401107552
RIAV1,2024-11-06,121.927673280628
RIAV1,2024-11-12,153.90208774582
RIAV1,2024-11-20,106.064653202329
RIAV1,2024-11-26,36
RIAV1,2024-12-04,41.4819651186586
RIAV1,2024-12-10,36
RIAV1,2024-12-17,36
RIAV1,2025-01-07,36.0
RIAV1,2025-01-15,36.0
RIAV1,2025-01-21,50.5865636104564
RIAV1,2025-01-29,36.0
RIAV1,2025-02-04,36.0
RIAV1,2025-02-12,36.0
RIAV1,2025-02-19,36.0
RIAV1,2025-02-26,36.0
RIAV1,2025-03-05,36.0
RIAV1,2025-03-12,36.0
RIAV1,2025-03-19,49.0380941686856
RIAV1,2025-03-25,65.3442806761948
RIAV1,2025-04-02,36.0
RIAV1,2025-04-09,50.0464508712775
RIAV1,2025-04-15,169.241542115498
RIAV1,2025-04-21,149.969378702104
RIAV1,2025-04-28,89.0008538615526
RIAV1,2025-05-06,67.9062809493175
RIAV1,2025-05-14,71.5068824117165
RIAV1,2025-05-20,199.705567933907
RIAV1,2025-05-26,267.950713137126
RIAV1,2025-06-04,131.709721696945
RIAV1,2025-06-11,112.568474256615
RIAV1,2025-06-17,119.231667244673
RIAV1,2025-06-25,176.431721731452
RIAV1,2025-06-30,190.836849597651
RIAV1,2025-07-02,157.586719784203
RIAV1,2025-07-09,301.970959144633
RIAV1,2025-07-14,472.328975483913
RIAV1,2025-08-06,677.0
RIAV1,2025-08-11,370.579437410883
RIAV1,2025-08-20,527.307019626848
RIAV1,2025-08-27,550.0
RIAV1,2025-09-03,550.0
RIAV1,2025-09-10,550.0
RIAV1,2025-09-15,550.0
RIAV1,2025-09-23,550.0
RIAV1,2025-09-30,550.0
RIAV1,2025-10-08,550.0
RIAV1,2025-10-14,550.0
RIAV1,2025-10-20,550.0
RIAV1,2025-10-29,550.0
RIAV1,2025-11-05,526.1695340318994
RIAV1,2025-11-10,496.67810303606484
RIAV4,2021-02-16,36.0
RIAV4,2021-02-22,36.0
RIAV4,2021-03-23,36.0
RIAV4,2021-03-29,36.0
RIAV4,2021-04-05,65.89571549687
RIAV4,2021-04-12,36.0
RIAV4,2021-04-20,36.0
RIAV4,2021-04-27,50.83214989025925
RIAV4,2021-05-04,36.0
RIAV4,2021-05-11,76.0
RIAV4,2021-05-18,255.14758670923413
RIAV4,2021-05-25,690.0
RIAV4,2021-06-07,352.0
RIAV4,2021-06-15,338.0
RIAV4,2021-06-29,313.0
RIAV4,2021-07-06,281.0
RIAV4,2021-07-13,266.93391010778225
RIAV4,2021-07-27,639.7655895266095
RIAV4,2021-08-10,550.0
RIAV4,2021-08-18,550.0
RIAV4,2021-09-21,346.9350975643464
RIAV4,2021-10-06,189.51913514614515
RIAV4,2021-10-12,107.44008505072102
RIAV4,2021-10-26,488.86866698479434
RIAV4,2021-11-03,304.8193822801731
RIAV4,2021-11-10,245.3250183972674
RIAV4,2021-11-17,97.90398089026687
RIAV4,2021-11-24,198.76751335139647
RIAV4,2021-12-06,67.44462249265395
RIAV4,2021-12-21,163.8990545848133
RIAV4,2022-01-05,59.471404189203525
RIAV4,2022-02-02,36.0
RIAV4,2022-02-09,36.0
RIAV4,2022-02-16,36.0
RIAV4,2022-02-23,36.0
RIAV4,2022-03-09,36.0
RIAV4,2022-03-16,36.0
RIAV4,2022-03-23,179.98508534153288
RIAV4,2022-03-30,213.2067297614213
RIAV4,2022-04-04,111.94575409714923
RIAV4,2022-04-21,36.0
RIAV4,2022-04-27,36.0
RIAV4,2022-05-04,36.0
RIAV4,2022-05-09,115.08603697647901
RIAV4,2022-05-18,125.0
RIAV4,2022-06-01,180.29399562084416
RIAV4,2022-06-07,163.31579340335588
RIAV4,2022-06-14,275.5483796618416
RIAV4,2022-06-29,550.0
RIAV4,2022-07-04,550.0
RIAV4,2022-07-12,550.0
RIAV4,2022-07-27,550.0
RIAV4,2022-08-10,550.0
RIAV4,2022-09-13,316.2050368927445
RIAV4,2022-09-27,254.968020908687
RIAV4,2022-11-09,50.353487174053875
RIAV4,2022-11-23,52.58750370685192
RIAV4,2022-11-29,41.985423785338874
RIAV4,2022-12-06,55.840727936328676
RIAV4,2022-12-21,34.076374901971576
RIAV4,2023-01-04,36.0
RIAV4,2023-01-11,36.0
RIAV4,2023-01-17,29.805934261005
RIAV4,2023-01-25,70.0
RIAV4,2023-01-31,104.0
RIAV4,2023-02-08,68.0
RIAV4,2023-02-14,36.0
RIAV4,2023-02-22,36.0
RIAV4,2023-02-28,36.0
RIAV4,2023-03-07,36.0
RIAV4,2023-03-14,106.0
RIAV4,2023-03-21,138.888278943012
RIAV4,2023-03-29,153.111486481672
RIAV4,2023-04-03,55.0795261382841
RIAV4,2023-04-11,56.0979331154233
RIAV4,2023-04-19,57.2318524606571
RIAV4,2023-04-26,36.0
RIAV4,2023-05-03,56.5071699093946
RIAV4,2023-05-10,36.0
RIAV4,2023-05-17,36.0
RIAV4,2023-05-24,36.0
RIAV4,2023-05-31,36.0
RIAV4,2023-06-05,321.692302485984
RIAV4,2023-06-13,142.894979392105
RIAV4,2023-06-21,126.315043394082
RIAV4,2023-06-27,36.0
RIAV4,2023-07-05,36.0
RIAV4,2023-07-11,36.0
RIAV4,2023-08-22,550.0
RIAV4,2023-08-30,550.0
RIAV4,2023-09-04,316.361434942732
RIAV4,2023-09-12,355.913
RIAV4,2023-09-19,406.579309427356
RIAV4,2023-09-26,554.523309912492
RIAV4,2023-10-02,390.31043285453376
RIAV4,2023-11-15,101.9555722572083
RIAV4,2023-11-21,117.55722040087753
RIAV4,2023-11-28,105.05814130184592
RIAV4,2023-12-05,135.9959879219801
RIAV4,2023-12-13,36.0
RIAV4,2023-12-19,36.0
RIAV4,2024-01-03,112.851927228042
RIAV4,2024-01-31,115.092910306684
RIAV4,2024-02-07,118.849501014816
RIAV4,2024-02-14,116.293904791025
RIAV4,2024-02-20,159
RIAV4,2024-02-28,79.1020221274913
RIAV4,2024-03-05,114.691159454117
RIAV4,2024-03-13,67.8692817443003
RIAV4,2024-03-20,86.4405174967152
RIAV4,2024-03-25,74.8472603113119
RIAV4,2024-04-02,98.8160381763107
RIAV4,2024-04-10,36
RIAV4,2024-04-17,36
RIAV4,2024-04-22,36
RIAV4,2024-04-29,36
RIAV4,2024-05-08,36
RIAV4,2024-05-14,187.151111961581
RIAV4,2024-05-20,88.3961026893491
RIAV4,2024-05-22,131.021742081516
RIAV4,2024-05-27,72.1287295606115
RIAV4,2024-06-05,36
RIAV4,2024-06-12,57.88590466233
RIAV4,2024-06-19,36
RIAV4,2024-06-26,36
RIAV4,2024-07-02,117.469906803776
RIAV4,2024-07-09,550
RIAV4,2024-07-24,NR
RIAV4,2024-08-07,550
RIAV4,2024-08-20,550
RIAV4,2024-09-03,550
RIAV4,2024-09-09,503.416412168801
RIAV4,2024-09-16,296.982669828965
RIAV4,2024-09-23,350.41546422973
RIAV4,2024-10-02,388.608659029772
RIAV4,2024-10-07,322.832773011258
RIAV4,2024-10-15,287.536929865207
RIAV4,2024-10-23,291.227100940925
RIAV4,2024-10-29,269.174887500077
RIAV4,2024-11-06,94.9471889959979
RIAV4,2024-11-12,90.7847152201773
RIAV4,2024-11-20,36
RIAV4,2024-11-26,36
RIAV4,2024-12-04,36
RIAV4,2024-12-10,36
RIAV4,2024-12-17,36
RIAV4,2025-01-07,36.0
RIAV4,2025-01-15,36.0
RIAV4,2025-01-21,36.0
RIAV4,2025-01-29,36.0
RIAV4,2025-02-04,36.0
RIAV4,2025-02-12,36.0
RIAV4,2025-02-19,36.0
RIAV4,2025-02-26,36.0
RIAV4,2025-03-05,36.0
RIAV4,2025-03-12,36.0
RIAV4,2025-03-19,49.1672109024779
RIAV4,2025-03-25,61.7913023658796
RIAV4,2025-04-02,50.3412732982382
RIAV4,2025-04-09,36.0
RIAV4,2025-04-15,163.006151773803
RIAV4,2025-04-21,131.088729434565
RIAV4,2025-04-28,36.0
RIAV4,2025-05-06,36.0
RIAV4,2025-05-14,67.2100105685385
RIAV4,2025-05-20,144.549454085442
RIAV4,2025-05-28,164.813072456322
RIAV4,2025-06-04,84.538159410827
RIAV4,2025-06-11,69.4053000401528
RIAV4,2025-06-17,68.6033678575143
RIAV4,2025-06-25,102.438948743885
RIAV4,2025-07-02,124.918710581951
RIAV4,2025-07-09,156.403298174442
RIAV4,2025-07-14,177.34633101391
RIAV4,2025-08-06,338.006326439256
RIAV4,2025-08-11,283.328091333908
RIAV4,2025-08-27,586.723226168782
RIAV4,2025-09-10,493.006571498054
RIAV4,2025-09-15,550.0
RIAV4,2025-09-23,550.0
RIAV4,2025-09-30,550.0
RIAV4,2025-10-08,446.26086641952463
RIAV4,2025-10-14,569.3949194983699
RIAV4,2025-10-20,550.0
RIAV4,2025-10-29,550.0
RIAV4,2025-11-05,315.17738931368723
RIAV4,2025-11-10,370.12086111638104
