date,Station,phyto
2021-11-08 00:00:00.000000000,L5b,80
2021-11-11 00:00:00.000000000,L5b,20
2021-11-18 00:00:00.000000000,L5b,20
2021-11-22 00:00:00.000000000,L5b,20
2021-11-23 00:00:00.000000000,L5b,20
2021-11-29 00:00:00.000000000,L5b,20
2021-12-06 00:00:00.000000000,L5b,20
2021-12-07 00:00:00.000000000,L5b,20
2021-12-14 00:00:00.000000000,L5b,20
2021-12-21 00:00:00.000000000,L5b,20
2021-12-23 00:00:00.000000000,L5b,20
2021-12-27 00:00:00.000000000,L5b,20
2022-01-03 00:00:00.000000000,L5b,20
2022-01-04 00:00:00.000000000,L5b,20
2022-01-10 00:00:00.000000000,L5b,20
2022-01-17 00:00:00.000000000,L5b,20
2022-01-18 00:00:00.000000000,L5b,20
2022-01-24 00:00:00.000000000,L5b,20
2022-02-01 00:00:00.000000000,L5b,20
2022-02-07 00:00:00.000000000,L5b,20
2022-02-14 00:00:00.000000000,L5b,220
2022-02-16 00:00:00.000000000,L5b,20
2022-02-24 00:00:00.000000000,L5b,20
2022-02-28 00:00:00.000000000,L5b,20
2022-02-28 00:00:00.000000000,L5b,20
2022-03-09 00:00:00.000000000,L5b,20
2022-03-16 00:00:00.000000000,L5b,20
2022-03-17 00:00:00.000000000,L5b,20
2022-03-22 00:00:00.000000000,L5b,20
2022-03-30 00:00:00.000000000,L5b,160
2022-03-31 00:00:00.000000000,L5b,20
2022-04-06 00:00:00.000000000,L5b,20
2022-04-11 00:00:00.000000000,L5b,20
2022-04-14 00:00:00.000000000,L5b,60
2022-04-19 00:00:00.000000000,L5b,20
2022-04-26 00:00:00.000000000,L5b,80
2022-04-27 00:00:00.000000000,L5b,740
2022-05-03 00:00:00.000000000,L5b,20
2022-05-10 00:00:00.000000000,L5b,400
2022-05-13 00:00:00.000000000,L5b,20
2022-05-17 00:00:00.000000000,L5b,20
2022-05-25 00:00:00.000000000,L5b,20
2022-05-26 00:00:00.000000000,L5b,20
2022-06-01 00:00:00.000000000,L5b,100
2022-06-06 00:00:00.000000000,L5b,60
2022-06-14 00:00:00.000000000,L5b,140
2022-06-14 00:00:00.000000000,L5b,60
2022-06-22 00:00:00.000000000,L5b,120
2022-06-29 00:00:00.000000000,L5b,200
2022-07-04 00:00:00.000000000,L5b,20
2022-07-11 00:00:00.000000000,L5b,60
2022-07-14 00:00:00.000000000,L5b,120
2022-07-18 00:00:00.000000000,L5b,60
2022-07-27 00:00:00.000000000,L5b,2900
2022-07-29 00:00:00.000000000,L5b,80
2022-08-01 00:00:00.000000000,L5b,80
2022-08-10 00:00:00.000000000,L5b,80
2022-08-16 00:00:00.000000000,L5b,160
2022-08-25 00:00:00.000000000,L5b,240
2022-08-29 00:00:00.000000000,L5b,20
2022-09-05 00:00:00.000000000,L5b,60
2022-09-08 00:00:00.000000000,L5b,40
2022-09-14 00:00:00.000000000,L5b,20
2022-09-19 00:00:00.000000000,L5b,20
2022-09-21 00:00:00.000000000,L5b,40
2022-09-29 00:00:00.000000000,L5b,20
2022-10-03 00:00:00.000000000,L5b,20
2022-10-07 00:00:00.000000000,L5b,20
2022-10-12 00:00:00.000000000,L5b,40
2022-10-17 00:00:00.000000000,L5b,60
2022-10-21 00:00:00.000000000,L5b,20
2022-10-26 00:00:00.000000000,L5b,20
2022-11-02 00:00:00.000000000,L5b,20
2022-11-03 00:00:00.000000000,L5b,20
2022-11-10 00:00:00.000000000,L5b,20
2022-11-16 00:00:00.000000000,L5b,20
2022-11-18 00:00:00.000000000,L5b,20
2022-11-23 00:00:00.000000000,L5b,20
2022-11-28 00:00:00.000000000,L5b,20
2022-12-02 00:00:00.000000000,L5b,20
2022-12-05 00:00:00.000000000,L5b,20
2022-12-14 00:00:00.000000000,L5b,20
2022-12-19 00:00:00.000000000,L5b,20
2022-12-22 00:00:00.000000000,L5b,20
2022-12-28 00:00:00.000000000,L5b,20
2023-01-02 00:00:00.000000000,L5b,20
2023-01-06 00:00:00.000000000,L5b,20
2023-01-11 00:00:00.000000000,L5b,20
2023-01-18 00:00:00.000000000,L5b,20
2023-01-18 00:00:00.000000000,L5b,20
2023-01-23 00:00:00.000000000,L5b,20
2023-02-01 00:00:00.000000000,L5b,20
2023-02-15 00:00:00.000000000,L5b,20
2023-02-17 00:00:00.000000000,L5b,20
2023-02-24 00:00:00.000000000,L5b,20
2023-03-01 00:00:00.000000000,L5b,20
2023-03-03 00:00:00.000000000,L5b,20
2023-03-06 00:00:00.000000000,L5b,20
2023-03-13 00:00:00.000000000,L5b,20
2023-03-17 00:00:00.000000000,L5b,20
2023-03-20 00:00:00.000000000,L5b,20
2023-03-28 00:00:00.000000000,L5b,20
2023-03-31 00:00:00.000000000,L5b,20
2023-04-03 00:00:00.000000000,L5b,240
2023-04-10 00:00:00.000000000,L5b,240
2023-04-19 00:00:00.000000000,L5b,20
2023-04-19 00:00:00.000000000,L5b,40
2023-04-24 00:00:00.000000000,L5b,20
2023-05-02 00:00:00.000000000,L5b,500
2023-05-03 00:00:00.000000000,L5b,20
2023-05-09 00:00:00.000000000,L5b,280
2023-05-15 00:00:00.000000000,L5b,20
2023-05-19 00:00:00.000000000,L5b,20
2023-05-22 00:00:00.000000000,L5b,20
2023-05-29 00:00:00.000000000,L5b,20
2023-05-31 00:00:00.000000000,L5b,20
2023-06-05 00:00:00.000000000,L5b,180
2023-06-12 00:00:00.000000000,L5b,60
2023-06-14 00:00:00.000000000,L5b,160
2023-06-19 00:00:00.000000000,L5b,20
2023-06-29 00:00:00.000000000,L5b,40
2023-06-30 00:00:00.000000000,L5b,20
2023-08-09 00:00:00.000000000,L5b,20
2023-08-11 00:00:00.000000000,L5b,20
2023-08-17 00:00:00.000000000,L5b,160
2023-08-23 00:00:00.000000000,L5b,20
2023-08-30 00:00:00.000000000,L5b,20
2023-09-06 00:00:00.000000000,L5b,80
2023-09-08 00:00:00.000000000,L5b,20
2023-09-11 00:00:00.000000000,L5b,80
2023-09-20 00:00:00.000000000,L5b,260
2023-09-27 00:00:00.000000000,L5b,940
2023-09-29 00:00:00.000000000,L5b,140
2023-10-03 00:00:00.000000000,L5b,560
2023-10-09 00:00:00.000000000,L5b,260
2023-10-13 00:00:00.000000000,L5b,180
2023-10-23 00:00:00.000000000,L5b,180
2023-10-27 00:00:00.000000000,L5b,20
2023-10-30 00:00:00.000000000,L5b,20
2023-11-08 00:00:00.000000000,L5b,20
2023-11-10 00:00:00.000000000,L5b,20
2023-11-14 00:00:00.000000000,L5b,20
2023-11-21 00:00:00.000000000,L5b,20
2023-11-24 00:00:00.000000000,L5b,20
2023-11-28 00:00:00.000000000,L5b,20
2023-12-04 00:00:00.000000000,L5b,20
2023-12-11 00:00:00.000000000,L5b,20
2023-12-12 00:00:00.000000000,L5b,20
2023-12-20 00:00:00.000000000,L5b,20
2023-12-27 00:00:00.000000000,L5b,20
2023-12-27 00:00:00.000000000,L5b,20
2024-01-03 00:00:00.000000000,L5b,20
2024-01-08 00:00:00.000000000,L5b,20
2024-01-08 00:00:00.000000000,L5b,20
2024-01-18 00:00:00.000000000,L5b,20
2024-01-23 00:00:00.000000000,L5b,20
2024-01-23 00:00:00.000000000,L5b,20
2024-01-31 00:00:00.000000000,L5b,20
2024-02-05 00:00:00.000000000,L5b,20
2024-02-05 00:00:00.000000000,L5b,20
2024-02-12 00:00:00.000000000,L5b,20
2024-02-20 00:00:00.000000000,L5b,20
2024-02-20 00:00:00.000000000,L5b,20
2024-02-28 00:00:00.000000000,L5b,20
2024-03-04 00:00:00.000000000,L5b,20
2024-03-06 00:00:00.000000000,L5b,20
2024-03-13 00:00:00.000000000,L5b,20
2024-03-19 00:00:00.000000000,L5b,20
2024-03-20 00:00:00.000000000,L5b,120
2024-03-25 00:00:00.000000000,L5b,20
2024-04-01 00:00:00.000000000,L5b,20
2024-04-05 00:00:00.000000000,L5b,20
2024-04-10 00:00:00.000000000,L5b,20
2024-04-16 00:00:00.000000000,L5b,20
2024-04-22 00:00:00.000000000,L5b,40
2024-04-29 00:00:00.000000000,L5b,40
2024-05-03 00:00:00.000000000,L5b,20
2024-05-06 00:00:00.000000000,L5b,80
2024-05-14 00:00:00.000000000,L5b,240
2024-05-17 00:00:00.000000000,L5b,20
2024-05-20 00:00:00.000000000,L5b,40
2024-05-27 00:00:00.000000000,L5b,20
2024-05-31 00:00:00.000000000,L5b,20
2024-06-05 00:00:00.000000000,L5b,100
2024-06-11 00:00:00.000000000,L5b,100
2024-06-14 00:00:00.000000000,L5b,20
2024-06-17 00:00:00.000000000,L5b,40
2024-06-24 00:00:00.000000000,L5b,120
2024-06-24 00:00:00.000000000,L5b,20
2024-07-03 00:00:00.000000000,L5b,20
2024-07-08 00:00:00.000000000,L5b,40
2024-07-10 00:00:00.000000000,L5b,60
2024-07-16 00:00:00.000000000,L5b,1480
2024-07-22 00:00:00.000000000,L5b,260
2024-07-31 00:00:00.000000000,L5b,40
2024-08-05 00:00:00.000000000,L5b,280
2024-08-08 00:00:00.000000000,L5b,120
2024-08-12 00:00:00.000000000,L5b,100
2024-08-19 00:00:00.000000000,L5b,60
2024-08-20 00:00:00.000000000,L5b,240
2024-08-26 00:00:00.000000000,L5b,40
2024-09-05 00:00:00.000000000,L5b,160
2024-09-10 00:00:00.000000000,L5b,60
2024-09-16 00:00:00.000000000,L5b,20
2024-09-18 00:00:00.000000000,L5b,20
2024-09-25 00:00:00.000000000,L5b,100
2024-09-30 00:00:00.000000000,L5b,100
2024-10-10 00:00:00.000000000,L5b,20
2024-10-16 00:00:00.000000000,L5b,20
2024-10-21 00:00:00.000000000,L5b,220
2024-10-28 00:00:00.000000000,L5b,20
2024-10-28 00:00:00.000000000,L5b,20
2024-11-04 00:00:00.000000000,L5b,20
2024-11-13 00:00:00.000000000,L5b,20
2024-11-20 00:00:00.000000000,L5b,20
2024-11-25 00:00:00.000000000,L5b,20
2024-11-26 00:00:00.000000000,L5b,20
2024-12-05 00:00:00.000000000,L5b,20
2024-12-10 00:00:00.000000000,L5b,20
2024-12-16 00:00:00.000000000,L5b,20
2024-12-26 00:00:00.000000000,L5b,20
2025-01-06 00:00:00.000000000,L5b,20
2025-01-10 00:00:00.000000000,L5b,20
2025-01-13 00:00:00.000000000,L5b,20
2025-01-22 00:00:00.000000000,L5b,20
2025-01-24 00:00:00.000000000,L5b,20
2025-01-29 00:00:00.000000000,L5b,20
2025-02-05 00:00:00.000000000,L5b,20
2025-02-06 00:00:00.000000000,L5b,20
2025-02-11 00:00:00.000000000,L5b,20
2025-02-19 00:00:00.000000000,L5b,80
2025-02-24 00:00:00.000000000,L5b,20
2025-02-26 00:00:00.000000000,L5b,20
2025-03-03 00:00:00.000000000,L5b,20
2025-03-03 00:00:00.000000000,L5b,20
2025-03-13 00:00:00.000000000,L5b,20
2025-03-17 00:00:00.000000000,L5b,20
2025-03-17 00:00:00.000000000,L5b,20
2025-03-27 00:00:00.000000000,L5b,20
2025-03-31 00:00:00.000000000,L5b,20
2025-04-03 00:00:00.000000000,L5b,20
2025-04-09 00:00:00.000000000,L5b,80
2025-04-14 00:00:00.000000000,L5b,60
2025-04-14 00:00:00.000000000,L5b,20
2025-04-22 00:00:00.000000000,L5b,20
2025-04-29 00:00:00.000000000,L5b,20
2025-04-29 00:00:00.000000000,L5b,20
2025-05-07 00:00:00.000000000,L5b,20
2025-05-14 00:00:00.000000000,L5b,20
2025-05-19 00:00:00.000000000,L5b,40
2025-05-19 00:00:00.000000000,L5b,20
2025-05-26 00:00:00.000000000,L5b,80
2025-05-27 00:00:00.000000000,L5b,60
2025-06-03 00:00:00.000000000,L5b,520
2025-06-09 00:00:00.000000000,L5b,80
2025-06-12 00:00:00.000000000,L5b,180
2025-06-18 00:00:00.000000000,L5b,360
2025-06-23 00:00:00.000000000,L5b,1560
2025-06-25 00:00:00.000000000,L5b,2
2025-07-01 00:00:00.000000000,L5b,600
2025-07-07 00:00:00.000000000,L5b,1120
2025-07-07 00:00:00.000000000,L5b,80
2025-07-17 00:00:00.000000000,L5b,440
2025-07-21 00:00:00.000000000,L5b,540
2025-07-24 00:00:00.000000000,L5b,280
2025-07-28 00:00:00.000000000,L5b,360
2025-08-04 00:00:00.000000000,L5b,40
2025-08-13 00:00:00.000000000,L5b,540
2025-08-19 00:00:00.000000000,L5b,100
2025-08-21 00:00:00.000000000,L5b,120
2025-08-25 00:00:00.000000000,L5b,20
2025-09-01 00:00:00.000000000,L5b,20
2025-09-02 00:00:00.000000000,L5b,20
2025-09-10 00:00:00.000000000,L5b,40
2025-09-15 00:00:00.000000000,L5b,40
2025-09-16 00:00:00.000000000,L5b,20
2025-09-25 00:00:00.000000000,L5b,20
2025-10-01 00:00:00.000000000,L5b,20
2025-10-02 00:00:00.000000000,L5b,20
2025-10-08 00:00:00.000000000,L5b,40
2025-10-13 00:00:00.000000000,L5b,100
2025-10-16 00:00:00.000000000,L5b,20
2025-10-20 00:00:00.000000000,L5b,40
2025-10-28 00:00:00.000000000,L5b,20
2025-11-03 00:00:00.000000000,L5b,80
2025-11-05 00:00:00.000000000,L5b,80
2025-11-10 00:00:00.000000000,L5b,20
2025-11-17 00:00:00.000000000,L5b,20
2025-11-19 00:00:00.000000000,L5b,20
2025-11-25 00:00:00.000000000,L5b,20
2025-12-02 00:00:00.000000000,L5b,20
2025-12-12 00:00:00.000000000,L5b,20
2025-12-16 00:00:00.000000000,L5b,20
2025-12-22 00:00:00.000000000,L5b,20
2025-12-29 00:00:00.000000000,L5b,20
2021-01-04 00:00:00.000000000,L7c1,20
2021-01-11 00:00:00.000000000,L7c1,20
2021-01-17 00:00:00.000000000,L7c1,20
2021-01-24 00:00:00.000000000,L7c1,20
2021-02-01 00:00:00.000000000,L7c1,20
2021-02-09 00:00:00.000000000,L7c1,20
2021-02-14 00:00:00.000000000,L7c1,20
2021-02-22 00:00:00.000000000,L7c1,100
2021-03-07 00:00:00.000000000,L7c1,580
2021-03-15 00:00:00.000000000,L7c1,80
2021-03-22 00:00:00.000000000,L7c1,180
2021-04-05 00:00:00.000000000,L7c1,20
2021-04-12 00:00:00.000000000,L7c1,80
2021-04-20 00:00:00.000000000,L7c1,20
2021-04-26 00:00:00.000000000,L7c1,40
2021-05-10 00:00:00.000000000,L7c1,20
2021-05-17 00:00:00.000000000,L7c1,20
2021-05-24 00:00:00.000000000,L7c1,20
2021-05-31 00:00:00.000000000,L7c1,60
2021-06-14 00:00:00.000000000,L7c1,120
2021-06-21 00:00:00.000000000,L7c1,20
2021-06-28 00:00:00.000000000,L7c1,40
2021-07-05 00:00:00.000000000,L7c1,20
2021-07-12 00:00:00.000000000,L7c1,20
2021-07-20 00:00:00.000000000,L7c1,270600
2021-08-02 00:00:00.000000000,L7c1,40
2021-08-09 00:00:00.000000000,L7c1,20
2021-08-16 00:00:00.000000000,L7c1,200
2021-08-23 00:00:00.000000000,L7c1,1820
2021-08-30 00:00:00.000000000,L7c1,280
2021-09-06 00:00:00.000000000,L7c1,320
2021-09-13 00:00:00.000000000,L7c1,720
2021-09-21 00:00:00.000000000,L7c1,60
2021-09-27 00:00:00.000000000,L7c1,20
2021-10-06 00:00:00.000000000,L7c1,20
2021-10-12 00:00:00.000000000,L7c1,20
2021-10-18 00:00:00.000000000,L7c1,20
2021-10-25 00:00:00.000000000,L7c1,20
2021-11-01 00:00:00.000000000,L7c1,20
2021-11-08 00:00:00.000000000,L7c1,20
2021-11-15 00:00:00.000000000,L7c1,20
2021-11-22 00:00:00.000000000,L7c1,40
2021-11-29 00:00:00.000000000,L7c1,20
2021-12-06 00:00:00.000000000,L7c1,20
2021-12-13 00:00:00.000000000,L7c1,20
2022-01-03 00:00:00.000000000,L7c1,280
2022-01-10 00:00:00.000000000,L7c1,20
2022-01-17 00:00:00.000000000,L7c1,20
2022-01-24 00:00:00.000000000,L7c1,20
2022-01-31 00:00:00.000000000,L7c1,20
2022-02-07 00:00:00.000000000,L7c1,20
2022-02-14 00:00:00.000000000,L7c1,20
2022-02-21 00:00:00.000000000,L7c1,20
2022-03-07 00:00:00.000000000,L7c1,20
2022-03-15 00:00:00.000000000,L7c1,20
2022-03-23 00:00:00.000000000,L7c1,280
2022-04-18 00:00:00.000000000,L7c1,20
2022-04-25 00:00:00.000000000,L7c1,300
2022-05-03 00:00:00.000000000,L7c1,80
2022-05-10 00:00:00.000000000,L7c1,120
2022-05-16 00:00:00.000000000,L7c1,20
2022-05-24 00:00:00.000000000,L7c1,340
2022-05-31 00:00:00.000000000,L7c1,1700
2022-06-07 00:00:00.000000000,L7c1,320
2022-06-21 00:00:00.000000000,L7c1,60
2022-06-28 00:00:00.000000000,L7c1,20
2022-07-05 00:00:00.000000000,L7c1,20
2022-07-14 00:00:00.000000000,L7c1,400
2022-07-26 00:00:00.000000000,L7c1,180
2022-08-02 00:00:00.000000000,L7c1,160
2022-08-09 00:00:00.000000000,L7c1,80
2022-08-22 00:00:00.000000000,L7c1,20
2022-08-29 00:00:00.000000000,L7c1,20
2022-09-05 00:00:00.000000000,L7c1,20
2022-09-11 00:00:00.000000000,L7c1,240
2022-09-20 00:00:00.000000000,L7c1,760
2022-09-26 00:00:00.000000000,L7c1,60
2022-10-03 00:00:00.000000000,L7c1,20
2022-10-11 00:00:00.000000000,L7c1,780
2022-10-17 00:00:00.000000000,L7c1,60
2022-10-25 00:00:00.000000000,L7c1,260
2022-11-02 00:00:00.000000000,L7c1,40
2022-11-08 00:00:00.000000000,L7c1,20
2022-11-15 00:00:00.000000000,L7c1,20
2022-11-22 00:00:00.000000000,L7c1,20
2022-11-29 00:00:00.000000000,L7c1,20
2022-12-06 00:00:00.000000000,L7c1,20
2022-12-10 00:00:00.000000000,L7c1,20
2022-12-20 00:00:00.000000000,L7c1,20
2022-12-27 00:00:00.000000000,L7c1,40
2023-01-03 00:00:00.000000000,L7c1,20
2023-01-10 00:00:00.000000000,L7c1,20
2023-01-24 00:00:00.000000000,L7c1,20
2023-01-31 00:00:00.000000000,L7c1,20
2023-02-07 00:00:00.000000000,L7c1,20
2023-02-28 00:00:00.000000000,L7c1,20
2023-03-07 00:00:00.000000000,L7c1,20
2023-03-13 00:00:00.000000000,L7c1,20
2023-03-28 00:00:00.000000000,L7c1,40
2023-04-04 00:00:00.000000000,L7c1,20
2023-04-11 00:00:00.000000000,L7c1,1960
2023-04-19 00:00:00.000000000,L7c1,900
2023-04-26 00:00:00.000000000,L7c1,20
2023-05-02 00:00:00.000000000,L7c1,80
2023-05-15 00:00:00.000000000,L7c1,20
2023-06-20 00:00:00.000000000,L7c1,240
2023-06-27 00:00:00.000000000,L7c1,40
2023-08-01 00:00:00.000000000,L7c1,20
2023-08-08 00:00:00.000000000,L7c1,20
2023-08-16 00:00:00.000000000,L7c1,20
2023-08-22 00:00:00.000000000,L7c1,20
2023-08-29 00:00:00.000000000,L7c1,40
2023-09-05 00:00:00.000000000,L7c1,20
2023-09-12 00:00:00.000000000,L7c1,380
2023-09-18 00:00:00.000000000,L7c1,40
2023-09-26 00:00:00.000000000,L7c1,20
2023-10-03 00:00:00.000000000,L7c1,680
2023-10-10 00:00:00.000000000,L7c1,60
2023-10-17 00:00:00.000000000,L7c1,20
2023-10-24 00:00:00.000000000,L7c1,20
2023-11-07 00:00:00.000000000,L7c1,20
2023-11-13 00:00:00.000000000,L7c1,20
2023-11-21 00:00:00.000000000,L7c1,20
2023-11-28 00:00:00.000000000,L7c1,20
2023-12-05 00:00:00.000000000,L7c1,40
2023-12-12 00:00:00.000000000,L7c1,20
2023-12-19 00:00:00.000000000,L7c1,20
2024-01-04 00:00:00.000000000,L7c1,20
2024-01-09 00:00:00.000000000,L7c1,20
2024-01-16 00:00:00.000000000,L7c1,20
2024-01-23 00:00:00.000000000,L7c1,20
2024-01-30 00:00:00.000000000,L7c1,20
2024-02-06 00:00:00.000000000,L7c1,20
2024-02-14 00:00:00.000000000,L7c1,20
2024-02-20 00:00:00.000000000,L7c1,20
2024-03-05 00:00:00.000000000,L7c1,20
2024-03-12 00:00:00.000000000,L7c1,20
2024-03-19 00:00:00.000000000,L7c1,60
2024-03-26 00:00:00.000000000,L7c1,240
2024-04-02 00:00:00.000000000,L7c1,20
2024-04-09 00:00:00.000000000,L7c1,60
2024-04-16 00:00:00.000000000,L7c1,1900
2024-04-30 00:00:00.000000000,L7c1,20
2024-05-07 00:00:00.000000000,L7c1,60
2024-05-21 00:00:00.000000000,L7c1,20
2024-06-18 00:00:00.000000000,L7c1,20
2024-06-25 00:00:00.000000000,L7c1,20
2024-07-02 00:00:00.000000000,L7c1,20
2024-07-09 00:00:00.000000000,L7c1,100
2024-07-16 00:00:00.000000000,L7c1,20
2024-07-23 00:00:00.000000000,L7c1,360
2024-07-30 00:00:00.000000000,L7c1,260
2024-08-06 00:00:00.000000000,L7c1,60
2024-08-13 00:00:00.000000000,L7c1,340
2024-08-20 00:00:00.000000000,L7c1,400
2024-08-27 00:00:00.000000000,L7c1,420
2024-09-03 00:00:00.000000000,L7c1,1840
2024-09-10 00:00:00.000000000,L7c1,20
2024-09-17 00:00:00.000000000,L7c1,360
2024-09-24 00:00:00.000000000,L7c1,140
2024-10-01 00:00:00.000000000,L7c1,20
2024-10-08 00:00:00.000000000,L7c1,220
2024-10-15 00:00:00.000000000,L7c1,300
2024-10-22 00:00:00.000000000,L7c1,40
2024-10-29 00:00:00.000000000,L7c1,160
2024-11-05 00:00:00.000000000,L7c1,700
2024-11-12 00:00:00.000000000,L7c1,20
2024-11-19 00:00:00.000000000,L7c1,3300
2024-11-26 00:00:00.000000000,L7c1,980
2024-12-03 00:00:00.000000000,L7c1,2400
2024-12-10 00:00:00.000000000,L7c1,100
2025-01-14 00:00:00.000000000,L7c1,20
2025-01-28 00:00:00.000000000,L7c1,20
2025-02-04 00:00:00.000000000,L7c1,20
2025-02-11 00:00:00.000000000,L7c1,20
2025-02-18 00:00:00.000000000,L7c1,20
2025-02-25 00:00:00.000000000,L7c1,280
2025-03-06 00:00:00.000000000,L7c1,120
2025-03-18 00:00:00.000000000,L7c1,20
2025-03-25 00:00:00.000000000,L7c1,20
2025-04-15 00:00:00.000000000,L7c1,1040
2025-04-22 00:00:00.000000000,L7c1,20
2025-05-06 00:00:00.000000000,L7c1,40
2025-05-20 00:00:00.000000000,L7c1,20
2025-06-03 00:00:00.000000000,L7c1,60
2025-06-12 00:00:00.000000000,L7c1,180
2025-07-01 00:00:00.000000000,L7c1,20
2025-07-08 00:00:00.000000000,L7c1,420
2025-07-15 00:00:00.000000000,L7c1,80
2025-07-29 00:00:00.000000000,L7c1,40
2025-08-12 00:00:00.000000000,L7c1,80
2025-08-26 00:00:00.000000000,L7c1,120
2025-09-02 00:00:00.000000000,L7c1,40
2025-09-09 00:00:00.000000000,L7c1,80
2025-09-16 00:00:00.000000000,L7c1,20
2025-09-23 00:00:00.000000000,L7c1,20
2025-09-30 00:00:00.000000000,L7c1,20
2025-10-07 00:00:00.000000000,L7c1,380
2025-10-14 00:00:00.000000000,L7c1,640
2025-10-21 00:00:00.000000000,L7c1,320
2025-10-28 00:00:00.000000000,L7c1,80
2025-11-04 00:00:00.000000000,L7c1,160
2025-11-11 00:00:00.000000000,L7c1,140
2025-11-18 00:00:00.000000000,L7c1,20
2025-11-25 00:00:00.000000000,L7c1,40
2025-12-02 00:00:00.000000000,L7c1,20
2025-12-15 00:00:00.000000000,L7c1,120
1970-01-01 00:00:00.000045804,LAG,20
2021-01-05 00:00:00.000000000,LAG,20
2021-01-12 00:00:00.000000000,LAG,20
2021-01-19 00:00:00.000000000,LAG,20
2021-01-26 00:00:00.000000000,LAG,20
2021-02-01 00:00:00.000000000,LAG,20
2021-02-09 00:00:00.000000000,LAG,20
